,base,clouds: all,cod,coord: lat,coord: lon,dt,id,main: grnd_level,main: humidity,main: pressure,main: sea_level,main: temp,main: temp_max,main: temp_min,name,rain: 3h,sys: country,sys: id,sys: message,sys: sunrise,sys: sunset,sys: type,visibility,weather: description,weather: icon,weather: id,weather: main,wind: deg,wind: gust,wind: speed
111,stations,75,200,-12.73,45.2,1533441600,1090225,1017.04,88,1019.0,1026.3,75.2,75.2,75.2,Koungou,6.615,YT,6790,0.0341,1533439046,1533480785,1,10000,broken clouds,04d,803,Clouds,360.0,9.3,1.12
112,stations,88,200,13.32,12.61,1533444258,2445704,991.5,98,991.5,1024.72,71.86,71.86,71.86,Diffa,6.615,NE,6790,0.0041,1533444927,1533490529,1,10000,overcast clouds,04n,804,Clouds,226.001,9.3,10.25
113,stations,0,200,42.73,78.36,1533444259,1527121,778.31,33,778.31,1021.68,72.76,72.76,72.76,Tyup,6.615,KG,6790,0.0073,1533426124,1533477742,1,10000,clear sky,01d,800,Clear,317.501,9.3,2.86
114,stations,0,200,71.64,128.87,1533444259,2015306,1009.34,69,1009.34,1026.02,60.43,60.43,60.43,Tiksi,6.615,RU,6790,0.0042,1533399812,1533479083,1,10000,clear sky,01d,800,Clear,80.5009,9.3,11.14
115,stations,44,200,38.52,-28.7,1533444259,3372707,1034.31,100,1034.31,1037.85,71.86,71.86,71.86,Ribeira Grande,6.615,PT,6790,0.0057,1533452412,1533502846,1,10000,scattered clouds,03n,802,Clouds,14.5009,9.3,9.8
116,stations,8,200,57.66,40.04,1533444260,468902,1004.39,79,1004.39,1018.56,73.57,73.57,73.57,Shebunino,6.615,RU,6790,0.0042,1533432187,1533490025,1,10000,clear sky,02d,800,Clear,261.501,9.3,6.67
117,stations,0,200,-33.35,149.98,1533444260,2152668,931.84,64,931.84,1025.9,52.96,52.96,52.96,Portland,6.615,AU,6790,0.0145,1533415702,1533453852,1,10000,clear sky,01d,800,Clear,317.501,9.3,4.76
118,stations,0,200,47.62,34.14,1533444260,710615,1020.85,62,1020.85,1027.27,81.04,81.04,81.04,Chortomlyk,6.615,UA,6790,0.0106,1533435953,1533489128,1,10000,clear sky,01d,800,Clear,339.501,9.3,4.65
119,stations,88,200,11.28,-15.83,1533444261,2374583,1026.93,100,1026.93,1027.31,78.16,78.16,78.16,Bubaque,0.14,GW,6790,0.0041,1533451912,1533497196,1,10000,light rain,10n,500,Rain,261.501,9.3,10.8
120,stations,0,200,-12.02,17.48,1533444261,3351014,872.43,74,872.43,1028.49,54.13,54.13,54.13,Camacupa,0.14,AO,6790,0.004,1533445643,1533487492,1,10000,clear sky,01n,800,Clear,317.001,9.3,2.3
121,stations,75,200,-42.88,147.33,1533441600,2163355,872.43,48,1003.0,1028.49,60.8,60.8,60.8,Hobart,0.14,AU,8195,0.0035,1533417469,1533453364,1,10000,broken clouds,04d,803,Clouds,10.0,9.3,13.87
122,stations,24,200,-34.53,20.04,1533441600,1015776,872.43,93,1018.0,1028.49,46.4,46.4,46.4,Bredasdorp,0.14,ZA,6591,0.0054,1533446992,1533484929,1,10000,few clouds,02n,801,Clouds,50.0,9.3,4.7
123,stations,1,200,34.64,-120.46,1533441480,5367788,872.43,77,1011.0,1028.49,62.94,68.0,59.0,Lompoc,0.14,US,410,0.0038,1533474913,1533524392,1,16093,clear sky,01n,800,Clear,260.0,9.3,3.36
124,stations,20,200,69.7,170.27,1533444262,2122090,1014.93,89,1014.93,1022.29,46.3,46.3,46.3,Pevek,0.14,RU,410,0.003,1533393652,1533465817,1,16093,few clouds,02d,801,Clouds,357.001,9.3,9.46
125,stations,20,200,37.57,126.98,1533441600,1835848,1014.93,59,1008.0,1022.29,91.4,91.4,91.4,Seoul,0.14,KR,7676,0.0042,1533415147,1533465392,1,10000,haze,50d,721,Haze,290.0,9.3,12.75
126,stations,40,200,59.7,30.79,1533441600,546105,1014.93,88,1003.0,1022.29,66.2,66.2,66.2,Nikolskoye,0.14,RU,7267,0.009,1533433729,1533492911,1,10000,scattered clouds,03d,802,Clouds,270.0,9.3,4.47
127,stations,0,200,-7.93,-14.42,1533444263,2411397,1028.96,100,1028.96,1028.94,76.0,76.0,76.0,Georgetown,0.14,SH,7267,0.0057,1533452992,1533495452,1,10000,clear sky,01n,800,Clear,126.501,9.3,15.73
128,stations,64,200,50.41,80.25,1533444264,1519422,994.66,50,994.66,1025.21,79.96,79.96,79.96,Semey,0.14,KZ,7267,0.0031,1533424343,1533478599,1,10000,broken clouds,04d,803,Clouds,356.001,9.3,6.33
129,stations,0,200,-35.62,174.5,1533444264,2186111,1022.63,100,1022.63,1025.37,57.28,57.28,57.28,Ngunguru,0.14,NZ,7267,0.0031,1533410064,1533447722,1,10000,clear sky,01d,800,Clear,250.501,9.3,13.6
130,stations,76,200,62.65,135.58,1533444264,2022773,994.42,69,994.42,1017.83,67.09,67.09,67.09,Khandyga,0.12,RU,7267,0.003,1533407325,1533468993,1,10000,light rain,10d,500,Rain,257.001,9.3,6.44
131,stations,92,200,69.49,88.39,1533444264,1490256,987.45,81,987.45,1007.54,50.62,50.62,50.62,Talnakh,0.535,RU,7267,0.0058,1533413659,1533485129,1,10000,light rain,10d,500,Rain,81.0009,9.3,8.12
132,stations,75,200,62.45,-114.38,1533441600,6185377,987.45,62,1014.0,1007.54,53.6,53.6,53.6,Yellowknife,0.535,CA,3558,0.0033,1533467525,1533528768,1,24140,broken clouds,04n,803,Clouds,210.0,9.3,5.82
133,stations,68,200,8.66,-78.16,1533443696,3701195,1014.93,100,1014.93,1023.59,75.46,75.46,75.46,Santa Fe,0.535,PA,3558,0.0126,1533467071,1533511955,1,24140,broken clouds,04n,803,Clouds,134.501,9.3,3.31
134,stations,88,200,6.75,-11.37,1533444266,2274275,1025.39,100,1025.39,1028.17,75.73,75.73,75.73,Robertsport,0.545,LR,3558,0.0033,1533451184,1533495787,1,24140,light rain,10n,500,Rain,188.501,9.3,6.78
135,stations,75,200,37.72,-25.43,1533443400,3372472,1025.39,77,1023.0,1028.17,69.8,69.8,69.8,Vila Franca do Campo,0.545,PT,5957,0.0036,1533451728,1533501962,1,10000,broken clouds,04n,803,Clouds,350.0,9.3,8.05
136,stations,40,200,35.55,133.23,1533441600,1853174,1025.39,44,1005.0,1028.17,92.12,95.0,89.6,Sakaiminato,0.545,JP,7579,0.0039,1533413890,1533463652,1,10000,scattered clouds,03d,802,Clouds,260.0,9.3,17.22
137,stations,1,200,46.81,-100.78,1533442500,5688025,1025.39,68,1011.0,1028.17,68.13,69.8,66.2,Bismarck,0.545,US,1871,0.0035,1533468504,1533521335,1,16093,clear sky,01n,800,Clear,220.0,9.3,4.7
138,stations,20,200,5.56,95.32,1533444269,1215502,997.83,60,997.83,1023.71,88.33,88.33,88.33,Banda Aceh,0.545,ID,1871,0.003,1533425666,1533470098,1,16093,few clouds,02d,801,Clouds,238.501,9.3,7.23
139,stations,0,200,-6.87,109.14,1533444269,1624494,1024.66,100,1024.66,1023.87,82.48,82.48,82.48,Tegal,0.545,ID,1871,0.0044,1533423265,1533465874,1,16093,clear sky,01d,800,Clear,142.001,9.3,2.75
140,stations,75,200,47.92,106.92,1533443400,2028462,1024.66,60,1013.0,1023.87,69.8,69.8,69.8,Ulaanbaatar,0.545,MN,7435,0.003,1533418415,1533471732,1,10000,broken clouds,04d,803,Clouds,150.0,9.3,24.61
141,stations,12,200,68.75,161.3,1533444270,2126199,1011.85,49,1011.85,1019.86,55.75,55.75,55.75,Cherskiy,0.545,RU,7435,0.0032,1533396939,1533466896,1,10000,few clouds,02d,801,Clouds,3.50092,9.3,7.0
142,stations,76,200,-2.57,150.8,1533444270,2094342,1021.5,100,1021.5,1022.61,79.96,79.96,79.96,Kavieng,2.51,PG,7435,0.0047,1533412951,1533456190,1,10000,light rain,10d,500,Rain,211.001,9.3,3.98
143,stations,8,200,10.57,72.64,1533444271,1267390,1026.2,95,1026.2,1026.18,83.38,83.38,83.38,Kavaratti,2.51,IN,7435,0.0031,1533430732,1533475915,1,10000,clear sky,02d,800,Clear,274.001,9.3,14.05
144,stations,68,200,-2.92,-39.92,1533444271,3393692,1019.71,91,1019.71,1025.45,75.37,75.37,75.37,Itarema,2.51,BR,7435,0.0029,1533458744,1533501935,1,10000,broken clouds,04n,803,Clouds,96.0009,9.3,12.71
145,stations,1,200,39.51,-90.4,1533442500,4252975,1019.71,83,1018.0,1025.45,78.35,80.6,75.2,Barrow,2.51,US,1000,0.004,1533467102,1533517769,1,16093,clear sky,01n,800,Clear,160.0,9.3,4.7
146,stations,0,200,-2.9,-40.84,1533444271,3403687,1016.96,89,1016.96,1025.33,75.01,75.01,75.01,Camocim,2.51,BR,1000,0.0029,1533458964,1533502158,1,16093,clear sky,01n,800,Clear,94.0009,9.3,13.38
147,stations,40,200,-2.99,104.76,1533441600,1633070,1016.96,62,1012.0,1025.33,86.0,86.0,86.0,Palembang,2.51,ID,8069,0.0045,1533424030,1533467208,1,10000,scattered clouds,03d,802,Clouds,110.0,9.3,13.87
148,stations,92,200,64.25,-15.21,1533444272,2630299,1017.44,97,1017.44,1028.45,50.08,50.08,50.08,Hofn,2.51,IS,8069,0.0113,1533442784,1533505889,1,10000,overcast clouds,04d,804,Clouds,18.0009,9.3,2.08
149,stations,90,200,47.66,-52.73,1533441600,6167817,1017.44,87,1024.0,1028.45,55.4,55.4,55.4,Torbay,2.51,CA,3467,0.0039,1533456813,1533509962,1,24140,overcast clouds,04n,804,Clouds,200.0,9.3,5.82
150,stations,64,200,63.9,122.77,1533443721,2021017,1006.82,60,1006.82,1026.54,58.45,58.45,58.45,Kysyl-Syr,2.51,RU,3467,0.0036,1533409783,1533472669,1,24140,broken clouds,04d,803,Clouds,325.501,9.3,9.8
151,stations,20,200,35.73,140.83,1533441600,2112802,1006.82,59,1003.0,1026.54,94.05,95.0,93.2,Hasaki,2.51,JP,7505,0.0044,1533412044,1533461850,1,10000,few clouds,02d,801,Clouds,220.0,9.3,9.17
152,stations,75,200,35.04,-89.66,1533442500,4614748,1006.82,83,1020.0,1026.54,76.98,78.8,75.2,Collierville,2.51,US,2502,0.0043,1533467472,1533517050,1,16093,broken clouds,04n,803,Clouds,162.501,9.3,3.2
153,stations,90,200,55.74,-97.86,1533441600,6165406,1006.82,81,1007.0,1026.54,53.6,53.6,53.6,Thompson,2.51,CA,3406,0.0296,1533465886,1533522522,1,24140,overcast clouds,04n,804,Clouds,30.0,9.3,10.29
154,stations,8,200,46.45,135.83,1533444274,2013279,958.51,62,958.51,1021.84,73.48,73.48,73.48,Vostok,2.51,RU,3406,0.0032,1533411730,1533464545,1,24140,clear sky,02d,800,Clear,11.5009,9.3,2.86
155,stations,0,200,40.98,37.88,1533444240,741100,935.33,60,935.33,1026.83,70.6,70.6,70.6,Ordu,2.51,TR,3406,0.0035,1533436096,1533487202,1,24140,clear sky,01d,800,Clear,128.001,9.3,1.74
156,stations,40,200,-27.6,-48.55,1533441600,3463237,935.33,100,1013.0,1026.83,60.8,60.8,60.8,Florianopolis,2.51,BR,4493,0.0091,1533462763,1533502075,1,8000,scattered clouds,03n,802,Clouds,330.0,9.3,5.82
157,stations,90,200,-28.77,114.6,1533441600,2070998,935.33,72,1026.0,1026.83,59.0,59.0,59.0,Geraldton,2.51,AU,8186,0.0043,1533423735,1533462796,1,10000,overcast clouds,04d,804,Clouds,160.0,9.3,19.46
158,stations,0,200,-14.25,129.55,1533444275,2063039,1019.23,49,1019.23,1024.44,85.72,85.72,85.72,Port Keats,2.51,AU,8186,0.0039,1533418924,1533460423,1,10000,clear sky,01d,800,Clear,234.001,9.3,6.22
159,stations,75,200,16.33,103.77,1533441600,1607635,1019.23,66,1007.0,1024.44,87.8,87.8,87.8,Pho Chai,2.51,TH,7976,0.0042,1533422806,1533468895,1,8000,broken clouds,04d,803,Clouds,220.0,9.3,8.05
160,stations,20,200,-17.27,145.48,1533441600,2177541,1019.23,51,1014.0,1024.44,82.4,82.4,82.4,Atherton,2.51,AU,8166,0.0048,1533415339,1533456364,1,10000,few clouds,02d,801,Clouds,110.0,9.3,14.99
161,stations,24,200,-32.57,27.43,1533444276,951650,939.54,54,939.54,1031.69,49.63,49.63,49.63,Stutterheim,2.51,ZA,8166,0.0047,1533445016,1533483357,1,10000,few clouds,02n,801,Clouds,272.501,9.3,6.22
162,stations,56,200,63.19,64.42,1533444277,1505965,1018.34,75,1018.34,1022.17,54.13,54.13,54.13,Igrim,2.51,RU,8166,0.004,1533424179,1533486288,1,10000,broken clouds,04d,803,Clouds,253.001,9.3,3.53
163,stations,75,200,11.21,99.51,1533441600,1157662,1018.34,74,1008.0,1022.17,86.0,86.0,86.0,Bang Saphan,2.51,TH,7950,0.0037,1533424233,1533469516,1,9000,broken clouds,04d,803,Clouds,240.0,9.3,14.99
164,stations,40,200,-8.83,13.24,1533441600,2240449,1018.34,93,1016.0,1022.17,66.2,66.2,66.2,Luanda,2.51,AO,6821,0.0054,1533446422,1533488747,1,7000,scattered clouds,03n,802,Clouds,240.0,9.3,3.36
165,stations,20,200,27.97,-114.04,1533444277,4021858,1012.5,97,1012.5,1023.71,70.33,70.33,70.33,Guerrero Negro,2.51,MX,6821,0.0038,1533474069,1533522162,1,7000,few clouds,02n,801,Clouds,311.501,9.3,6.89
166,stations,1,200,29.6,-90.72,1533442500,4328010,1012.5,88,1020.0,1023.71,77.52,80.6,75.2,Houma,2.51,US,1188,0.0048,1533468309,1533516728,1,16093,clear sky,01n,800,Clear,360.0,9.3,3.36
167,stations,0,200,20.2,1.01,1533444279,2449893,966.29,63,966.29,1024.72,76.36,76.36,76.36,Tessalit,2.51,ML,1188,0.0031,1533447152,1533493867,1,16093,clear sky,01n,800,Clear,78.0009,9.3,2.08
168,stations,20,200,-7.47,-34.81,1533441600,3391889,966.29,94,1015.0,1024.72,71.6,71.6,71.6,Pitimbu,2.51,BR,4516,0.003,1533457851,1533500379,1,10000,few clouds,02n,801,Clouds,180.0,9.3,3.36
169,stations,0,200,59.97,9.99,1533444279,3131684,991.18,62,991.18,1024.19,60.79,60.79,60.79,Vikersund,2.51,NO,4516,0.0067,1533438631,1533497990,1,10000,clear sky,01d,800,Clear,311.501,9.3,7.23
170,stations,5,200,22.89,-109.91,1533440700,3985710,991.18,65,1011.0,1024.19,84.36,86.0,82.4,Cabo San Lucas,2.51,MX,4016,0.0032,1533473546,1533520708,1,11265,clear sky,02n,800,Clear,300.0,9.3,11.41
171,stations,0,200,37.17,-99.65,1533444280,4267710,954.38,43,954.38,1025.73,81.94,81.94,81.94,Sitka,2.51,US,4016,0.004,1533469619,1533519695,1,11265,clear sky,01n,800,Clear,185.501,9.3,16.84
172,stations,92,200,73.51,80.55,1533444280,1507390,1012.25,100,1012.25,1012.69,40.36,40.36,40.36,Dikson,0.39,RU,4016,0.0041,0,0,1,11265,light rain,10d,500,Rain,347.501,9.3,21.88
173,stations,0,200,-33.25,-58.03,1533442380,3441684,1012.25,100,1019.0,1012.69,44.6,44.6,44.6,Mercedes,0.39,UY,4678,0.0047,1533465583,1533503808,1,400,fog,50n,741,Fog,320.0,9.3,2.24
174,stations,8,200,-35.26,174.12,1533444281,2188874,1010.47,76,1010.47,1025.45,51.25,51.25,51.25,Russell,0.39,NZ,4678,0.0177,1533410116,1533447853,1,400,clear sky,02d,800,Clear,264.001,9.3,7.56
175,stations,0,200,-33.68,-59.66,1533444281,3428576,1032.52,84,1032.52,1033.43,37.66,37.66,37.66,San Pedro,0.39,AR,4678,0.0078,1533466019,1533504155,1,400,clear sky,01n,800,Clear,16.5009,9.3,2.75
176,stations,0,200,-23.7,133.88,1533441960,2077895,1032.52,14,1011.0,1033.43,75.2,75.2,75.2,Alice Springs,0.39,AU,8163,0.0035,1533418654,1533458621,1,400,clear sky,01d,800,Clear,290.0,9.3,19.46
177,stations,1,200,36.62,-121.92,1533443700,5380437,1032.52,56,1013.0,1033.43,62.94,68.0,59.0,Pacific Grove,0.39,US,399,0.0042,1533475033,1533524970,1,16093,clear sky,01n,800,Clear,210.0,9.3,6.93
178,stations,75,200,21.35,-158.09,1533442380,5850554,1032.52,83,1014.0,1033.43,80.15,82.4,77.0,Makakilo City,0.39,US,828,0.0037,1533485247,1533532133,1,16093,broken clouds,04n,803,Clouds,60.0,8.7,12.75
179,stations,75,200,1.24,111.46,1533441600,1735799,1032.52,66,1010.0,1033.43,87.8,87.8,87.8,Sri Aman,0.39,MY,8113,0.0039,1533422112,1533465908,1,10000,broken clouds,04d,803,Clouds,150.0,8.7,8.05
180,stations,24,200,38.48,106.21,1533444283,1786657,880.13,46,880.13,1015.64,91.48,91.48,91.48,Yinchuan,0.39,CN,8113,0.0264,1533420019,1533470487,1,10000,few clouds,02d,801,Clouds,155.001,8.7,4.32
181,stations,90,200,40.6,-124.16,1533441300,5563839,880.13,87,1017.0,1015.64,57.2,57.2,57.2,Fortuna,0.39,US,386,0.0042,1533475064,1533526008,1,16093,overcast clouds,04n,804,Clouds,340.0,8.7,8.05
182,stations,48,200,6.12,81.12,1533444284,1244926,1023.04,92,1023.04,1025.61,82.48,82.48,82.48,Hambantota,0.39,LK,386,0.0036,1533429033,1533473547,1,16093,scattered clouds,03d,802,Clouds,260.001,8.7,17.07
183,stations,75,200,50.61,2.99,1533443400,3013862,1023.04,87,1023.0,1025.61,62.17,64.4,60.8,Haubourdin,0.39,FR,5625,0.0043,1533442863,1533497160,1,10000,broken clouds,04d,803,Clouds,20.0,8.7,5.82
184,stations,24,200,50.68,156.12,1533444284,2121385,1007.07,88,1007.07,1020.18,56.83,56.83,56.83,Severo-Kurilsk,0.39,RU,5625,0.0033,1533406060,1533460466,1,10000,few clouds,02d,801,Clouds,279.501,8.7,4.99
185,stations,80,200,62.23,-6.59,1533442800,2618795,1007.07,93,1016.0,1020.18,48.2,48.2,48.2,Klaksvik,0.39,FO,5266,0.0037,1533441704,1533502856,1,10000,broken clouds,04d,803,Clouds,280.0,8.7,4.7
186,stations,40,200,17.02,-25.06,1533441600,3374336,1007.07,78,1015.0,1020.18,75.2,75.2,75.2,Porto Novo,0.39,CV,6190,0.0032,1533453674,1533499860,1,10000,scattered clouds,03n,802,Clouds,60.0,8.7,16.11
187,stations,0,200,47.66,-2.76,1533443400,2970777,1007.07,93,1021.0,1020.18,64.42,66.2,62.6,Vannes,0.39,FR,5632,0.0033,1533444809,1533497981,1,10000,clear sky,01n,800,Clear,40.0,8.7,6.93
188,stations,0,200,-14.68,28.09,1533444287,920233,903.07,53,903.07,1033.56,57.91,57.91,57.91,Chibombo,0.39,ZM,5632,0.0038,1533443301,1533484744,1,10000,clear sky,01d,800,Clear,77.5009,8.7,12.37
189,stations,0,200,38.7,-9.42,1533443400,2269594,903.07,32,1015.0,1033.56,76.32,82.4,71.6,Cascais,0.39,PT,5961,0.0031,1533447759,1533498245,1,10000,clear sky,01n,800,Clear,77.5009,8.7,1.12
190,stations,92,200,6.5,4.78,1533444287,2352110,1017.69,92,1017.69,1028.61,73.3,73.3,73.3,Okitipupa,0.345,NG,5961,0.0072,1533447326,1533491893,1,10000,light rain,10n,500,Rain,258.501,8.7,3.42
191,stations,44,200,20.52,-13.05,1533444288,2381334,992.23,37,992.23,1022.13,73.3,73.3,73.3,Atar,0.345,MR,5961,0.0081,1533450500,1533497267,1,10000,scattered clouds,03n,802,Clouds,352.501,8.7,5.1
192,stations,12,200,-15.19,12.15,1533444288,3347019,1026.2,100,1026.2,1030.03,64.03,64.03,64.03,Namibe,0.345,AO,5961,0.0049,1533447165,1533488531,1,10000,few clouds,02n,801,Clouds,188.501,8.7,11.59
193,stations,12,200,54.27,41.45,1533444095,567806,1003.5,50,1003.5,1021.36,82.12,82.12,82.12,Chuchkovo,0.345,RU,5961,0.0036,1533432793,1533488758,1,10000,few clouds,02d,801,Clouds,273.501,8.7,5.88
194,stations,0,200,39.99,46.93,1533444289,148619,942.7,50,942.7,1024.27,82.3,82.3,82.3,Agdam,0.345,AZ,5961,0.0065,1533434058,1533484899,1,10000,clear sky,01d,800,Clear,359.501,8.7,5.32
195,stations,92,200,64.42,-173.23,1533444289,4031574,1012.66,97,1012.66,1018.64,47.47,47.47,47.47,Provideniya,2.33,RU,5961,0.004,1533480702,1533543813,1,10000,light rain,10n,500,Rain,72.5009,8.7,23.11
196,stations,76,200,17.2,-25.09,1533444289,3374346,1024.9,100,1024.9,1028.33,74.2,74.2,74.2,Ponta do Sol,2.33,CV,5961,0.0083,1533453667,1533499882,1,10000,broken clouds,04n,803,Clouds,63.0009,8.7,15.5
197,stations,88,200,65.85,44.24,1533444290,527321,1013.55,65,1013.55,1018.48,56.02,56.02,56.02,Mezen,2.33,RU,5961,0.0033,1533427525,1533492588,1,10000,overcast clouds,04d,804,Clouds,115.501,8.7,4.65
198,stations,0,200,32.77,22.64,1533444290,87205,1024.66,96,1024.66,1026.18,80.32,80.32,80.32,Darnah,2.33,LY,5961,0.0047,1533440760,1533489865,1,10000,clear sky,01d,800,Clear,322.001,8.7,14.27
199,stations,92,200,-41.87,-73.83,1533444290,3899695,1014.77,98,1014.77,1022.21,51.43,51.43,51.43,Ancud,6.45,CL,5961,0.0037,1533470368,1533506614,1,10000,moderate rain,10n,501,Rain,290.501,8.7,11.03
200,stations,0,200,57.02,59.44,1533444291,537893,981.21,48,981.21,1022.73,67.0,67.0,67.0,Kuzino,6.45,RU,5961,0.0063,1533427719,1533485185,1,10000,clear sky,01d,800,Clear,126.001,8.7,3.76
201,stations,56,200,68.31,-53.46,1533444291,3422683,1028.23,96,1028.23,1028.49,41.44,41.44,41.44,Kangaatsiaq,6.45,GL,5961,0.0031,1533449108,1533517829,1,10000,broken clouds,04n,803,Clouds,251.501,8.7,9.01
202,stations,0,200,51.76,48.54,1533444048,559731,1010.71,40,1010.71,1021.56,86.35,86.35,86.35,Gornyy,6.45,RU,5961,0.0029,1533431676,1533486481,1,10000,clear sky,01d,800,Clear,262.501,8.7,4.99
203,stations,1,200,34.06,-117.19,1533444000,5386754,1010.71,25,1011.0,1021.56,80.56,84.2,77.0,Redlands,6.45,US,470,0.0043,1533474193,1533523543,1,16093,clear sky,01n,800,Clear,260.0,8.7,6.93
204,stations,92,200,51.5,156.52,1533444292,2122293,996.29,98,996.29,1019.37,53.68,53.68,53.68,Ozernovskiy,0.185,RU,470,0.0032,1533405790,1533460542,1,16093,light rain,10d,500,Rain,300.001,8.7,6.78
205,stations,0,200,40.07,-2.13,1533444257,3124132,921.06,74,921.06,1031.93,61.6,61.6,61.6,Cuenca,0.185,ES,470,0.0038,1533445829,1533496674,1,16093,clear sky,01n,800,Clear,38.0009,8.7,2.53
206,stations,1,200,40.59,-122.39,1533441300,5570160,921.06,23,1009.0,1031.93,79.88,84.2,73.4,Redding,0.185,US,460,0.0042,1533474641,1533525582,1,16093,haze,50n,721,Haze,270.0,8.7,4.7
207,stations,0,200,22.2,-84.09,1533444292,3557758,1023.52,82,1023.52,1029.66,79.6,79.6,79.6,Guane,0.185,CU,460,0.003,1533467408,1533514454,1,16093,clear sky,01n,800,Clear,86.5009,8.7,6.55
208,stations,0,200,-30.17,-50.22,1533444293,3466165,1020.12,94,1020.12,1030.35,51.7,51.7,51.7,Cidreira,0.185,BR,460,0.0036,1533463404,1533502236,1,16093,clear sky,01n,800,Clear,274.501,8.7,15.73
209,stations,24,200,57.78,108.12,1533444293,2022083,974.16,58,974.16,1023.22,68.26,68.26,68.26,Kirensk,0.185,RU,460,0.0055,1533415787,1533473749,1,16093,few clouds,02d,801,Clouds,53.0009,8.7,3.31
210,stations,75,200,-42.78,147.06,1533441600,2155415,974.16,48,1003.0,1023.22,60.8,60.8,60.8,New Norfolk,0.185,AU,8195,0.0033,1533417520,1533453442,1,10000,broken clouds,04d,803,Clouds,10.0,8.7,13.87
211,stations,8,200,69.22,-51.1,1533444294,3423146,1014.93,94,1014.93,1028.29,40.09,40.09,40.09,Ilulissat,0.185,GL,8195,0.0179,1533447597,1533518163,1,10000,clear sky,02n,800,Clear,155.501,8.7,4.76
212,stations,90,200,53.82,-101.24,1533441600,6164499,1014.93,82,1005.0,1028.29,64.4,64.4,64.4,The Pas,0.185,CA,3405,0.0035,1533467191,1533522848,1,14484,overcast clouds,04n,804,Clouds,350.0,11.3,14.99
213,stations,32,200,14.2,24.66,1533444294,371745,897.64,86,897.64,1023.99,69.43,69.43,69.43,Kutum,0.185,SD,3405,0.0038,1533441966,1533487707,1,14484,scattered clouds,03d,802,Clouds,127.001,11.3,4.43
214,stations,0,200,-20.74,116.85,1533444295,6620339,1018.98,18,1018.98,1032.38,74.2,74.2,74.2,Karratha,0.185,AU,3405,0.0031,1533422489,1533462958,1,14484,clear sky,01d,800,Clear,130.001,11.3,12.71
215,stations,44,200,-4.58,-81.27,1533444295,3691582,1011.2,86,1011.2,1026.38,64.48,64.48,64.48,Talara,0.185,PE,3405,0.0034,1533468788,1533511739,1,14484,scattered clouds,03n,802,Clouds,163.501,11.3,7.0
216,stations,92,200,60.91,-46.05,1533441000,3421719,1011.2,87,1013.0,1026.38,44.6,44.6,44.6,Narsaq,0.185,GL,4791,0.004,1533451745,1533511766,1,14484,light intensity shower rain,09n,520,Rain,40.0,11.3,4.7
217,stations,0,200,46.77,34.99,1533444296,713743,1021.98,42,1021.98,1026.87,84.28,84.28,84.28,Lazurne,0.185,UA,4791,0.003,1533435898,1533488777,1,14484,clear sky,01d,800,Clear,336.001,11.3,4.76
218,stations,56,200,-8.77,160.7,1533444296,2109701,1005.53,100,1005.53,1023.22,79.15,79.15,79.15,Auki,0.185,SB,4791,0.0025,1533411034,1533453359,1,14484,broken clouds,04d,803,Clouds,127.001,11.3,7.23
219,stations,88,200,26.26,82.07,1533444296,1255491,1003.99,100,1003.99,1014.51,79.78,79.78,79.78,Sultanpur,4.14,IN,4791,0.0031,1533427149,1533474958,1,14484,moderate rain,10d,501,Rain,292.001,11.3,4.99
220,stations,12,200,41.76,86.15,1533444297,1529376,892.77,42,892.77,1020.1,87.52,87.52,87.52,Korla,4.14,CN,4791,0.0033,1533424394,1533475735,1,14484,few clouds,02d,801,Clouds,85.0009,11.3,4.43
221,stations,92,200,2.93,11.98,1533444297,2222230,953.97,98,953.97,1028.17,67.72,67.72,67.72,Sangmelima,0.22,CM,4791,0.0033,1533445862,1533489904,1,14484,light rain,10n,500,Rain,241.001,11.3,2.53
222,stations,0,200,-16.07,167.38,1533444297,2135517,1016.07,79,1016.07,1026.18,76.9,76.9,76.9,Norsup,0.22,VU,4791,0.0032,1533409989,1533451202,1,14484,clear sky,01d,800,Clear,147.501,11.3,9.13
223,stations,0,200,-22.95,14.51,1533444298,3359638,1030.74,100,1030.74,1034.49,52.51,52.51,52.51,Walvis Bay,0.22,NA,4791,0.0031,1533447226,1533487342,1,14484,clear sky,01n,800,Clear,155.001,11.3,10.02
224,stations,75,200,3.17,113.03,1533441600,1737486,1030.74,70,1009.0,1034.49,87.8,87.8,87.8,Bintulu,0.22,MY,8109,0.0048,1533421593,1533465672,1,10000,broken clouds,04d,803,Clouds,160.0,11.3,4.7
225,stations,92,200,-24.08,-55.5,1533444298,3436616,1008.69,81,1008.69,1031.29,58.18,58.18,58.18,Ygatimi,0.22,PY,8109,0.0032,1533464118,1533504053,1,10000,overcast clouds,04n,804,Clouds,163.501,11.3,3.09
226,stations,44,200,-40.81,-62.99,1533444299,3832899,1020.2,39,1020.2,1024.03,49.63,49.63,49.63,Viedma,0.22,AR,8109,0.0032,1533467632,1533504146,1,10000,scattered clouds,03n,802,Clouds,310.501,11.3,11.92
227,stations,0,200,33.72,74.83,1533444299,1256414,769.8,38,769.8,1013.57,74.92,74.92,74.92,Shupiyan,0.22,IN,8109,0.0038,1533428123,1533477451,1,10000,clear sky,01d,800,Clear,317.001,11.3,2.42
