,base,clouds: all,cod,coord: lat,coord: lon,dt,id,main: grnd_level,main: humidity,main: pressure,main: sea_level,main: temp,main: temp_max,main: temp_min,name,rain: 3h,sys: country,sys: id,sys: message,sys: sunrise,sys: sunset,sys: type,visibility,weather: description,weather: icon,weather: id,weather: main,wind: deg,wind: gust,wind: speed
228,stations,40,200,43.63,44.06,1533441600,528248,769.8,64,1014.0,1013.57,68.0,68.0,68.0,Mayskiy,0.22,RU,7299,0.0035,1533434228,1533486100,1,10000,scattered clouds,03d,802,Clouds,240.0,11.3,4.47
229,stations,75,200,29.37,-110.79,1533440400,3982846,769.8,50,1008.0,1013.57,95.0,95.0,95.0,San Jeronimo,0.22,MX,3985,0.0055,1533473151,1533521519,1,16093,broken clouds,04n,803,Clouds,220.0,11.3,6.93
230,stations,20,200,33.93,134.5,1533441600,1865309,769.8,56,1006.0,1013.57,95.0,95.0,95.0,Katsuura,0.22,JP,7587,0.0058,1533413772,1533463163,1,10000,few clouds,02d,801,Clouds,280.0,11.3,9.17
231,stations,92,200,-37.83,140.78,1533444301,2156643,1000.58,64,1000.58,1009.08,55.75,55.75,55.75,Mount Gambier,0.22,AU,7587,0.0054,1533418402,1533455570,1,10000,overcast clouds,04d,804,Clouds,358.001,11.3,12.37
232,stations,0,200,30.38,67.73,1533444301,1162094,780.99,10,780.99,1012.85,88.6,88.6,88.6,Ziarat,0.22,PK,7587,0.0047,1533430186,1533478800,1,10000,clear sky,01d,800,Clear,295.501,11.3,4.09
233,stations,20,200,-16.99,145.42,1533441600,2158767,780.99,51,1014.0,1012.85,82.4,82.4,82.4,Mareeba,0.22,AU,8166,0.015,1533415331,1533456401,1,10000,few clouds,02d,801,Clouds,110.0,11.3,14.99
234,stations,24,200,4.14,96.13,1533444302,1214488,1022.47,100,1022.47,1024.72,81.49,81.49,81.49,Meulaboh,0.22,ID,8166,0.0345,1533425577,1533469799,1,10000,few clouds,02d,801,Clouds,243.001,11.3,9.13
235,stations,20,200,4.94,-52.33,1533441600,3382160,1022.47,100,1012.0,1024.72,75.2,75.2,75.2,Cayenne,0.22,GF,4338,0.0055,1533461149,1533505483,1,10000,few clouds,02n,801,Clouds,113.001,11.3,6.44
236,stations,88,200,-8.1,156.84,1533444303,2108857,1022.88,100,1022.88,1023.14,80.23,80.23,80.23,Gizo,0.22,SB,4338,0.0044,1533411910,1533454335,1,10000,overcast clouds,04d,804,Clouds,112.501,11.3,16.06
237,stations,36,200,-21.64,-41.05,1533444303,3448903,1027.98,100,1027.98,1028.04,69.97,69.97,69.97,Sao Joao da Barra,0.22,BR,4338,0.0053,1533460445,1533500789,1,10000,scattered clouds,03n,802,Clouds,218.001,11.3,8.46
238,stations,90,200,59.58,151.3,1533441600,2122574,1027.98,93,1004.0,1028.04,60.8,60.8,60.8,Ola,0.22,RU,7243,0.0037,1533404803,1533463997,1,10000,light intensity shower rain,09d,520,Rain,330.0,11.3,2.24
239,stations,24,200,-34.48,-54.34,1533444305,3440777,1013.64,95,1013.64,1031.29,47.56,47.56,47.56,Rocha,0.22,UY,7243,0.0219,1533464827,1533502794,1,10000,few clouds,02n,801,Clouds,229.001,11.3,10.69
240,stations,8,200,69.01,23.04,1533444305,779330,965.0,76,965.0,1019.33,54.94,54.94,54.94,Kautokeino,0.22,NO,7243,0.0032,1533429968,1533500218,1,10000,clear sky,02d,800,Clear,316.001,11.3,3.53
241,stations,20,200,6.88,73.1,1533444306,1337612,1026.93,98,1026.93,1027.03,83.2,83.2,83.2,Dhidhdhoo,0.22,MV,7243,0.0033,1533430901,1533475527,1,10000,few clouds,02d,801,Clouds,281.501,11.3,9.35
242,stations,1,200,38.25,-85.76,1533442500,4299276,1026.93,69,1021.0,1027.03,77.38,80.6,73.4,Louisville,0.22,US,1140,0.0047,1533466149,1533516496,1,16093,clear sky,01n,800,Clear,130.0,11.3,5.82
243,stations,0,200,39.4,21.8,1533444306,252664,948.3,63,948.3,1029.34,69.7,69.7,69.7,Kanalia,0.22,GR,1140,0.0239,1533440171,1533490848,1,16093,clear sky,01d,800,Clear,321.001,11.3,1.63
244,stations,1,200,41.33,-89.13,1533442500,4905770,948.3,83,1018.0,1029.34,73.36,75.2,71.6,Peru,0.22,US,999,0.0035,1533466551,1533517707,1,16093,clear sky,01n,800,Clear,190.0,11.3,8.05
245,stations,75,200,44.65,-63.58,1533441600,6324729,948.3,100,1019.0,1029.34,68.0,68.0,68.0,Halifax,0.22,CA,3488,0.0039,1533459923,1533512066,1,24140,broken clouds,04n,803,Clouds,170.0,11.3,5.82
246,stations,56,200,15.74,-96.47,1533444307,3517970,1013.55,100,1013.55,1023.95,85.81,85.81,85.81,Pochutla,0.22,MX,3488,0.0033,1533470919,1533516890,1,24140,broken clouds,04n,803,Clouds,89.5009,11.3,12.03
247,stations,44,200,11.74,41.09,1533444307,338554,964.35,70,964.35,1026.58,76.09,76.09,76.09,Dubti,0.22,ET,3488,0.0284,1533438214,1533483574,1,24140,scattered clouds,03d,802,Clouds,274.001,11.3,4.43
248,stations,32,200,-17.91,19.77,1533444308,3353383,905.25,36,905.25,1029.87,70.78,70.78,70.78,Rundu,0.22,NA,3488,0.0039,1533445550,1533486490,1,24140,scattered clouds,03n,802,Clouds,98.5009,11.3,4.21
249,stations,1,200,43.05,-83.32,1533442500,4998842,905.25,83,1019.0,1029.87,73.4,78.8,64.4,Lapeer,0.22,US,1390,0.0041,1533464909,1533516558,1,16093,clear sky,01n,800,Clear,208.501,11.3,9.8
250,stations,0,200,29.14,21.3,1533444308,88533,1021.9,42,1021.9,1025.33,84.46,84.46,84.46,Awjilah,0.22,LY,1390,0.003,1533441460,1533489812,1,16093,clear sky,01d,800,Clear,77.0009,11.3,9.69
251,stations,40,200,-5.81,-35.21,1533441600,3394023,1021.9,83,1014.0,1025.33,75.2,75.2,75.2,Natal,0.22,BR,4546,0.0042,1533457825,1533500596,1,10000,scattered clouds,03n,802,Clouds,150.0,11.3,6.93
252,stations,0,200,-32.72,152.14,1533441600,2155562,1021.9,35,1013.0,1025.33,69.8,69.8,69.8,Nelson Bay,0.22,AU,8242,0.0404,1533415119,1533453398,1,10000,clear sky,01d,800,Clear,350.0,11.3,6.93
253,stations,0,200,52.8,89.89,1533444309,1490036,944.33,62,944.33,1022.29,75.46,75.46,75.46,Tashtyp,0.22,RU,8242,0.004,1533421508,1533476800,1,10000,clear sky,01d,800,Clear,247.501,11.3,5.1
254,stations,92,200,10.9,-13.03,1533444310,2414926,985.26,98,985.26,1027.76,69.16,69.16,69.16,Telimele,4.16,GN,8242,0.0042,1533451269,1533496496,1,10000,moderate rain,10n,501,Rain,298.001,11.3,3.2
255,stations,0,200,-13.47,25.0,1533444310,915285,897.47,46,897.47,1031.69,58.81,58.81,58.81,Kalengwa,4.16,ZM,8242,0.0114,1533443949,1533485578,1,10000,clear sky,01d,800,Clear,72.5009,11.3,12.48
256,stations,64,200,38.52,102.19,1533444310,1805733,808.55,88,808.55,1019.29,71.23,71.23,71.23,Jinchang,0.255,CN,8242,0.0028,1533420980,1533471456,1,10000,light rain,10d,500,Rain,326.001,11.3,4.88
257,stations,0,200,55.1,14.71,1533442800,2614553,808.55,72,1015.0,1019.29,68.0,68.0,68.0,Ronne,0.255,DK,5257,0.0037,1533439006,1533495376,1,10000,clear sky,01d,800,Clear,310.0,11.3,11.41
258,stations,90,200,65.28,-126.83,1533441600,6089245,808.55,93,1008.0,1019.29,60.8,60.8,60.8,Norman Wells,0.255,CA,3547,0.0037,1533469045,1533533186,1,48279,light rain,10n,500,Rain,60.0,11.3,2.24
259,stations,20,200,2.02,112.94,1533444311,1737185,997.91,61,997.91,1021.48,87.79,87.79,87.79,Kapit,0.255,MY,3547,0.0034,1533421699,1533465610,1,48279,few clouds,02d,801,Clouds,218.001,11.3,2.98
260,stations,100,200,45.76,106.27,1533444312,2030065,868.45,100,868.45,1019.49,63.13,63.13,63.13,Mandalgovi,3.01,MN,3547,0.0033,1533418947,1533471518,1,48279,moderate rain,10d,501,Rain,66.0009,11.3,10.8
261,stations,80,200,27.93,96.16,1533444312,1254709,874.29,84,874.29,1014.43,76.27,76.27,76.27,Tezu,3.01,IN,3547,0.0031,1533423606,1533471737,1,48279,broken clouds,04d,803,Clouds,214.501,11.3,1.74
262,stations,48,200,50.29,130.28,1533444312,2015686,991.34,62,991.34,1023.79,74.11,74.11,74.11,Talakan,3.01,RU,3547,0.0037,1533412348,1533466582,1,48279,scattered clouds,03d,802,Clouds,323.501,11.3,4.32
263,stations,64,200,-10.41,-36.43,1533444312,3454005,1018.17,96,1018.17,1028.49,69.52,69.52,69.52,Piacabucu,3.01,BR,3547,0.0034,1533458458,1533500552,1,48279,broken clouds,04n,803,Clouds,83.0009,11.3,4.65
264,stations,20,200,-20.21,57.76,1533441600,1106643,1018.17,69,1025.0,1028.49,73.4,73.4,73.4,Quatre Cocos,3.01,MU,6729,0.0034,1533436622,1533477186,1,10000,few clouds,02d,801,Clouds,160.0,11.3,9.17
265,stations,92,200,60.14,-45.24,1533444313,3421765,1014.69,100,1014.69,1026.71,41.44,41.44,41.44,Nanortalik,1.42,GL,6729,0.003,1533451845,1533511283,1,10000,light rain,10n,500,Rain,92.5009,11.3,4.76
266,stations,20,200,45.63,-73.98,1533441600,6138501,1014.69,100,1018.0,1026.71,68.63,71.6,66.2,Saint-Augustin,1.42,CA,3831,0.006,1533462264,1533514714,1,40233,few clouds,02n,801,Clouds,151.501,11.3,3.76
267,stations,92,200,70.07,29.75,1533442800,777073,1014.69,87,1004.0,1026.71,53.6,53.6,53.6,Vadso,0.325,NO,5304,0.0043,1533427024,1533499863,1,10000,light rain,10d,500,Rain,350.0,11.3,5.82
268,stations,20,200,32.67,-17.1,1533443400,2264557,1014.69,88,1018.0,1026.71,69.8,69.8,69.8,Ponta do Sol,0.325,PT,5952,0.0052,1533450313,1533499386,1,10000,few clouds,02n,801,Clouds,270.0,11.3,3.36
269,stations,40,200,-3.71,-38.6,1533441600,6320062,1014.69,83,1013.0,1026.71,78.8,78.8,78.8,Vila Velha,0.325,BR,4498,0.0049,1533458485,1533501562,1,10000,scattered clouds,03n,802,Clouds,90.0,11.3,12.75
270,stations,92,200,-33.33,115.63,1533444315,2075432,1027.82,70,1027.82,1037.53,56.38,56.38,56.38,Bunbury,0.325,AU,4498,0.0059,1533423939,1533462102,1,10000,overcast clouds,04d,804,Clouds,200.501,11.3,14.27
271,stations,20,200,8.08,77.57,1533444315,1268008,1025.96,95,1025.96,1025.85,80.5,80.5,80.5,Kanniyakumari,0.325,IN,4498,0.0035,1533429738,1533474544,1,10000,few clouds,02d,801,Clouds,283.001,11.3,17.29
272,stations,48,200,-16.52,-151.75,1533444317,4033077,1023.04,100,1023.04,1023.63,78.16,78.16,78.16,Vaitape,0.18,PF,4498,0.004,1533486592,1533527771,1,10000,light rain,10n,500,Rain,0.500916,11.3,16.17
273,stations,92,200,-39.19,173.88,1533444317,2185763,1013.88,100,1013.88,1023.42,53.5,53.5,53.5,Okato,14.755,NZ,4498,0.0048,1533410626,1533447461,1,10000,heavy intensity rain,10d,502,Rain,145.001,11.3,12.82
274,stations,80,200,16.47,-98.41,1533444318,3530046,1022.79,100,1022.79,1025.29,78.16,78.16,78.16,Cuajinicuilapa,1.195,MX,4498,0.0048,1533471326,1533517414,1,10000,light rain,10n,500,Rain,357.001,11.3,7.34
275,stations,40,200,-3.61,-38.97,1533441600,3388714,1022.79,83,1013.0,1025.29,78.8,78.8,78.8,Sao Goncalo do Amarante,1.195,BR,4498,0.0075,1533458567,1533501658,1,10000,scattered clouds,03n,802,Clouds,90.0,11.3,12.75
276,stations,64,200,12.18,125.51,1533444319,1688696,1008.85,84,1008.85,1018.68,85.9,85.9,85.9,San Policarpo,1.195,PH,4498,0.0052,1533417917,1533463352,1,10000,broken clouds,04d,803,Clouds,243.501,11.3,15.95
277,stations,0,200,-39.03,-67.58,1533441600,3855065,1008.85,61,1013.0,1018.68,50.0,50.0,50.0,General Roca,1.195,AR,4769,0.0041,1533468514,1533505466,1,10000,clear sky,01n,800,Clear,314.001,11.3,5.88
278,stations,80,200,56.42,50.83,1533444319,530972,1002.61,98,1002.61,1019.21,62.86,62.86,62.86,Siva,3.405,RU,4769,0.0031,1533429964,1533487076,1,10000,moderate rain,10d,501,Rain,136.501,11.3,5.99
279,stations,8,200,68.82,-51.19,1533444320,3420768,1014.93,94,1014.93,1028.29,40.09,40.09,40.09,Qasigiannguit,3.405,GL,4769,0.0046,1533448054,1533517770,1,10000,clear sky,02n,800,Clear,155.501,11.3,4.76
280,stations,48,200,57.8,158.67,1533444320,2120612,1006.17,75,1006.17,1018.19,61.15,61.15,61.15,Tigil,3.405,RU,4769,0.0288,1533403631,1533461642,1,10000,scattered clouds,03d,802,Clouds,321.001,11.3,8.46
281,stations,75,200,53.8,-113.65,1533441600,6078636,1006.17,93,1015.0,1018.19,59.0,59.0,59.0,Morinville,3.405,CA,3158,0.1645,1533470178,1533525818,1,24140,broken clouds,04n,803,Clouds,270.0,11.3,3.36
282,stations,40,200,20.93,-17.03,1533441600,2377457,1006.17,88,1012.0,1018.19,68.0,68.0,68.0,Nouadhibou,3.405,MR,6182,0.0032,1533451420,1533498257,1,8000,scattered clouds,03n,802,Clouds,360.0,11.3,18.34
283,stations,80,200,63.44,-20.27,1533444322,3412093,1019.31,95,1019.31,1025.33,50.71,50.71,50.71,Vestmannaeyjar,3.405,IS,6182,0.0037,1533444424,1533506689,1,8000,broken clouds,04n,803,Clouds,104.001,11.3,12.03
284,stations,20,200,-6.97,-34.84,1533441600,3404558,1019.31,94,1015.0,1025.33,71.6,71.6,71.6,Cabedelo,3.405,BR,4516,0.0031,1533457822,1533500423,1,10000,few clouds,02n,801,Clouds,180.0,11.3,3.36
285,stations,80,200,-9.65,120.26,1533444322,1622318,989.8,74,989.8,1025.65,76.45,76.45,76.45,Waingapu,3.405,ID,4516,0.0036,1533420803,1533463000,1,10000,broken clouds,04d,803,Clouds,180.501,11.3,10.13
286,stations,75,200,58.52,-117.13,1533441600,5975004,989.8,82,1013.0,1025.65,62.6,62.6,62.6,High Level,3.405,CA,3176,0.0038,1533469690,1533527953,1,24140,broken clouds,04n,803,Clouds,247.001,11.3,1.97
287,stations,20,200,54.12,-114.4,1533444323,5894164,947.81,79,947.81,1027.92,60.25,60.25,60.25,Barrhead,3.405,CA,3176,0.009,1533470280,1533526074,1,24140,few clouds,02n,801,Clouds,0.000915527,11.3,4.76
288,stations,20,200,58.81,-122.69,1533441600,5955902,947.81,64,1012.0,1027.92,69.8,69.8,69.8,Fort Nelson,3.405,CA,3278,0.004,1533470931,1533529379,1,19312,few clouds,02n,801,Clouds,0.000915527,11.3,2.24
289,stations,36,200,50.41,-102.93,1533444323,5966821,948.38,76,948.38,1020.38,64.66,64.66,64.66,Grenfell,3.405,CA,3278,0.0039,1533468351,1533522511,1,19312,scattered clouds,03n,802,Clouds,274.001,11.3,9.46
290,stations,0,200,46.58,15.83,1533443400,3195506,948.38,93,1017.0,1020.38,62.6,62.6,62.6,Lenart,3.405,SI,5883,0.0037,1533440533,1533493338,1,10000,clear sky,01d,800,Clear,330.0,11.3,2.24
291,stations,68,200,-13.79,-47.46,1533444324,3466594,926.65,66,926.65,1024.56,67.63,67.63,67.63,Cavalcante,3.405,BR,5883,0.0056,1533461359,1533502946,1,10000,broken clouds,04n,803,Clouds,45.0009,11.3,1.63
292,stations,0,200,-11.3,35.03,1533444324,877384,950.57,100,950.57,1032.7,71.77,71.77,71.77,Tingi,3.405,TZ,5883,0.0054,1533441378,1533483334,1,10000,clear sky,01d,800,Clear,80.5009,11.3,8.23
293,stations,0,200,39.02,31.15,1533444325,315621,899.42,60,899.42,1025.45,70.15,70.15,70.15,Emirdag,3.405,TR,5883,0.0087,1533437975,1533488557,1,10000,clear sky,01d,800,Clear,70.0009,11.3,4.21
294,stations,0,200,-24.14,19.11,1533444325,3358666,894.23,52,894.23,1032.5,50.62,50.62,50.62,Aranos,3.405,NA,5883,0.0201,1533446225,1533486136,1,10000,clear sky,01n,800,Clear,304.001,11.3,5.21
295,stations,100,200,-21.04,-57.87,1533444325,3438102,1017.2,98,1017.2,1031.81,58.09,58.09,58.09,Fuerte Olimpo,0.535,PY,5883,0.0029,1533464431,1533504876,1,10000,light rain,10n,500,Rain,206.001,11.3,7.45
296,stations,12,200,52.14,-10.27,1533444326,2964782,1030.98,100,1030.98,1037.41,55.66,55.66,55.66,Dingle,0.535,IE,5883,0.0044,1533445722,1533500660,1,10000,few clouds,02n,801,Clouds,12.0009,11.3,2.86
297,stations,0,200,26.33,43.97,1533441600,107304,1030.98,30,1009.0,1037.41,93.2,93.2,93.2,Buraydah,0.535,SA,6984,0.0048,1533436290,1533484104,1,10000,clear sky,01d,800,Clear,280.0,11.3,5.82
298,stations,90,200,46.98,-123.82,1533441240,5785243,1030.98,87,1016.0,1037.41,69.04,73.4,60.8,Aberdeen,0.535,US,2937,0.0085,1533474009,1533526888,1,12874,overcast clouds,04n,804,Clouds,260.0,11.3,6.93
299,stations,1,200,35.62,-95.96,1533442500,4544383,1030.98,83,1017.0,1037.41,75.76,78.8,73.4,Okmulgee,0.535,US,2250,0.0039,1533468917,1533518627,1,16093,clear sky,01n,800,Clear,150.0,11.3,3.36
300,stations,0,200,37.22,-7.44,1533443400,2269496,1030.98,57,1013.0,1037.41,77.0,77.0,77.0,Castro Marim,0.535,PT,5948,0.0039,1533447469,1533497587,1,10000,clear sky,01n,800,Clear,30.0,11.3,5.82
301,stations,0,200,54.77,-101.88,1533444327,5954718,986.64,88,986.64,1023.14,59.53,59.53,59.53,Flin Flon,0.535,CA,5948,0.0029,1533467108,1533523234,1,10000,clear sky,01n,800,Clear,29.5009,11.3,10.58
302,stations,92,200,70.37,31.11,1533444328,777019,1014.69,100,1014.69,1017.1,54.58,54.58,54.58,Vardo,0.395,NO,5948,0.0038,1533426244,1533499957,1,10000,light rain,10d,500,Rain,20.0009,11.3,7.23
303,stations,24,200,-35.17,173.16,1533444328,2194098,1012.01,98,1012.01,1025.45,52.87,52.87,52.87,Ahipara,0.395,NZ,5948,0.0037,1533410336,1533448093,1,10000,few clouds,02d,801,Clouds,287.501,11.3,6.78
304,stations,56,200,-2.59,-51.95,1533444329,3387928,1021.01,93,1021.01,1025.04,76.27,76.27,76.27,Senador Jose Porfirio,0.395,BR,5948,0.0045,1533461607,1533504846,1,10000,broken clouds,04n,803,Clouds,41.0009,11.3,3.65
305,stations,75,200,43.64,-70.52,1533442380,4959799,1021.01,100,1019.0,1025.04,66.52,69.8,62.6,Buxton,0.395,US,1355,0.0106,1533461746,1533513576,1,3219,fog,50n,741,Fog,335.501,11.3,3.98
306,stations,48,200,-0.92,100.36,1533444329,1633419,1018.82,100,1018.82,1024.15,77.71,77.71,77.71,Padang,0.395,ID,1355,0.0044,1533424934,1533468415,1,3219,scattered clouds,03d,802,Clouds,258.501,11.3,6.33
307,stations,88,200,-10.46,161.92,1533444330,2178753,1020.44,100,1020.44,1023.42,81.76,81.76,81.76,Kirakira,0.395,SB,1355,0.0036,1533410868,1533452940,1,3219,overcast clouds,04d,804,Clouds,130.501,11.3,17.18
308,stations,92,200,5.96,8.72,1533444330,2338242,1003.5,95,1003.5,1028.61,70.96,70.96,70.96,Ikom,0.265,NG,1355,0.0035,1533446421,1533490908,1,3219,light rain,10n,500,Rain,250.001,11.3,2.64
309,stations,92,200,-9.07,143.21,1533444330,2098329,1021.74,92,1021.74,1023.14,78.7,78.7,78.7,Daru,0.265,PG,1355,0.0036,1533415253,1533457535,1,3219,overcast clouds,04d,804,Clouds,114.501,11.3,13.49
310,stations,0,200,-5.39,27.0,1533444331,212360,952.19,41,952.19,1025.45,74.92,74.92,74.92,Kongolo,0.265,CD,1355,0.0035,1533442866,1533485696,1,3219,clear sky,01d,800,Clear,133.501,11.3,4.76
311,stations,0,200,-31.54,-68.53,1533444116,3837213,940.92,81,940.92,1029.99,36.85,36.85,36.85,San Juan,0.265,AR,1355,0.0037,1533467930,1533506500,1,3219,clear sky,01n,800,Clear,72.5009,11.3,0.18
312,stations,92,200,63.91,38.09,1533444331,515246,1009.17,100,1009.17,1013.49,56.65,56.65,56.65,Onega,1.125,RU,1355,0.0036,1533430146,1533492949,1,3219,light rain,10d,500,Rain,82.5009,11.3,8.46
313,stations,8,200,4.89,-1.75,1533444332,2294915,1025.96,100,1025.96,1028.98,75.37,75.37,75.37,Takoradi,1.125,GH,1355,0.003,1533449013,1533493342,1,3219,clear sky,02n,800,Clear,204.501,11.3,8.9
314,stations,90,200,41.12,-100.77,1533441180,5697939,1025.96,73,1014.0,1028.98,73.4,73.4,73.4,North Platte,1.125,US,1913,0.0066,1533469376,1533520469,1,16093,light rain,10n,500,Rain,200.0,7.7,12.75
315,stations,0,200,65.95,111.51,1533444332,2027296,963.7,44,963.7,1027.6,60.07,60.07,60.07,Aykhal,1.125,RU,1913,0.004,1533411272,1533476551,1,16093,clear sky,01d,800,Clear,203.001,7.7,8.23
316,stations,40,200,51.65,11.5,1533442800,2905206,963.7,72,1019.0,1027.6,68.0,68.0,68.0,Hettstedt,1.125,DE,4889,0.0035,1533440599,1533495336,1,10000,scattered clouds,03d,802,Clouds,360.0,7.7,8.05
317,stations,0,200,-45.87,170.5,1533444033,2191562,988.18,96,988.18,1029.06,39.46,39.46,39.46,Dunedin,1.125,NZ,4889,0.0036,1533412346,1533447369,1,10000,clear sky,01d,800,Clear,7.00092,7.7,2.42
318,stations,88,200,2.79,24.73,1533444333,217570,976.02,97,976.02,1027.96,69.61,69.61,69.61,Buta,0.13,CD,4889,0.0033,1533442813,1533486834,1,10000,light rain,10d,500,Rain,297.001,7.7,2.98
319,stations,92,200,62.16,-7.17,1533442800,2610343,976.02,93,1016.0,1027.96,48.2,48.2,48.2,Vestmanna,0.13,FO,5266,0.0035,1533441874,1533502964,1,10000,overcast clouds,04d,804,Clouds,280.0,7.7,4.7
320,stations,12,200,30.57,79.57,1533444334,1268814,603.87,100,603.87,1013.7,42.25,42.25,42.25,Joshimath,0.13,IN,5266,0.0038,1533427324,1533475979,1,10000,few clouds,02d,801,Clouds,37.5009,7.7,0.51
321,stations,88,200,17.08,122.42,1533444334,1715015,991.75,96,991.75,1017.99,83.2,83.2,83.2,Dicabisagan,0.13,PH,5266,0.0038,1533418268,1533464481,1,10000,overcast clouds,04d,804,Clouds,48.5009,7.7,5.99
322,stations,0,200,-13.19,49.05,1533444335,1082243,1009.34,47,1009.34,1033.6,79.87,79.87,79.87,Ambilobe,0.13,MG,5266,0.0033,1533438157,1533479826,1,10000,clear sky,01d,800,Clear,125.001,7.7,13.82
323,stations,0,200,-22.12,14.28,1533444335,3356832,1020.61,100,1020.61,1034.41,48.1,48.1,48.1,Henties Bay,0.13,NA,5266,0.0032,1533447211,1533487466,1,10000,clear sky,01n,800,Clear,150.501,7.7,6.33
324,stations,1,200,70.47,-68.59,1533441600,5924351,1020.61,93,1006.0,1034.41,39.2,39.2,39.2,Clyde River,0.13,CA,3585,0.004,1533450141,1533523907,1,14484,clear sky,01n,800,Clear,100.0,7.7,3.36
325,stations,90,200,47.63,-65.65,1533441600,6696259,1020.61,100,1018.0,1034.41,64.4,64.4,64.4,Bathurst,0.13,CA,3413,0.0036,1533459922,1533513054,1,805,fog,50n,741,Fog,10.0,7.7,5.82
326,stations,88,200,63.92,127.47,1533444336,2017215,994.26,89,994.26,1021.72,55.48,55.48,55.48,Sangar,0.13,RU,3413,0.0036,1533408643,1533471553,1,805,overcast clouds,04d,804,Clouds,309.501,7.7,9.01
327,stations,40,200,13.75,101.35,1533441600,1607801,994.26,66,1008.0,1021.72,86.0,86.0,86.0,Phanom Sarakham,0.13,TH,7925,0.0035,1533423593,1533469271,1,10000,scattered clouds,03d,802,Clouds,210.0,7.7,10.29
328,stations,68,200,-19.55,169.27,1533444337,2136825,1026.93,100,1026.93,1028.98,71.95,71.95,71.95,Isangel,0.13,VU,7925,0.0035,1533409815,1533450471,1,10000,broken clouds,04d,803,Clouds,152.001,7.7,13.49
329,stations,0,200,-20.23,164.02,1533444337,2138555,1029.77,100,1029.77,1030.07,71.68,71.68,71.68,Poum,0.13,NC,7925,0.0041,1533411130,1533451676,1,10000,clear sky,01d,800,Clear,161.001,7.7,15.5
330,stations,88,200,24.46,88.11,1533444338,1269247,1010.63,99,1010.63,1013.01,84.46,84.46,84.46,Jangipur,0.11,IN,7925,0.0055,1533425867,1533473344,1,10000,light rain,10d,500,Rain,91.5009,7.7,4.76
331,stations,68,200,5.67,73.0,1533444338,1337619,1027.33,100,1027.33,1027.31,82.75,82.75,82.75,Ugoofaaru,0.11,MV,7925,0.0031,1533431015,1533475462,1,10000,broken clouds,04d,803,Clouds,264.501,7.7,7.23
332,stations,1,200,54.32,-130.32,1533441600,6113406,1027.33,87,1016.0,1027.31,59.0,59.0,59.0,Prince Rupert,0.11,CA,3326,0.0038,1533474056,1533529939,1,14484,clear sky,01n,800,Clear,340.0,7.7,5.82
333,stations,32,200,66.15,-65.72,1533444339,6096551,1005.28,81,1005.28,1023.71,39.73,39.73,39.73,Pangnirtung,0.11,CA,3326,0.0032,1533453784,1533519100,1,14484,scattered clouds,03n,802,Clouds,121.501,7.7,7.23
334,stations,75,200,50.18,5.58,1533442800,2793279,1005.28,93,1023.0,1023.71,61.99,62.6,60.8,La Roche-en-Ardenne,0.11,BE,4854,0.0042,1533442328,1533496453,1,9000,mist,50d,701,Mist,20.0,7.7,8.05
335,stations,68,200,-32.03,-52.1,1533444280,3451138,1027.58,98,1027.58,1029.99,54.4,54.4,54.4,Rio Grande,0.345,BR,4854,0.0036,1533464037,1533502507,1,9000,light rain,10n,500,Rain,250.001,7.7,18.3
336,stations,40,200,54.82,82.85,1533441600,1510350,1027.58,62,1012.0,1029.99,57.2,57.2,57.2,Leninskoye,0.345,RU,7288,0.005,1533422705,1533478974,1,10000,scattered clouds,03d,802,Clouds,350.0,7.7,11.18
337,stations,90,200,-22.6,-48.8,1533441600,3458645,1027.58,93,1017.0,1029.99,64.4,64.4,64.4,Lencois Paulista,0.345,BR,4464,0.0055,1533462385,1533502569,1,10000,light rain,10n,500,Rain,120.0,7.7,3.36
338,stations,0,200,64.81,26.0,1533442800,645765,1027.58,82,1004.0,1029.99,64.4,64.4,64.4,Muhos,0.345,FI,5036,0.0088,1533432557,1533496329,1,10000,clear sky,01d,800,Clear,70.0,7.7,4.7
339,stations,0,200,42.77,-9.06,1533443400,3115824,1027.58,100,1018.0,1029.99,64.4,64.4,64.4,Muros,0.345,ES,5500,0.0032,1533447115,1533498710,1,9000,clear sky,01n,800,Clear,70.0,7.7,1.12
340,stations,80,200,-3.55,143.63,1533444341,2083537,996.77,89,996.77,1023.26,78.88,78.88,78.88,Wewak,0.345,PG,5500,0.0031,1533414744,1533457839,1,9000,broken clouds,04d,803,Clouds,242.501,7.7,2.64
341,stations,8,200,50.63,87.96,1533444341,1488048,802.79,59,802.79,1022.9,61.78,61.78,61.78,Ulagan,0.345,RU,5500,0.0053,1533422445,1533476795,1,9000,clear sky,02d,800,Clear,304.001,7.7,2.98
342,stations,90,200,63.75,-68.52,1533441600,5983720,802.79,75,1010.0,1022.9,42.8,42.8,42.8,Iqaluit,0.345,CA,3590,0.0029,1533455871,1533518396,1,24140,light rain,10n,500,Rain,140.0,7.7,9.17
343,stations,75,200,53.87,8.7,1533442800,2939658,802.79,63,1021.0,1022.9,64.4,64.4,64.4,Cuxhaven,0.345,DE,4970,0.0355,1533440762,1533496510,1,10000,broken clouds,04d,803,Clouds,330.0,7.7,6.93
